id,title,text,text_norm
1095,investigation of effectiveness of large-chord slotted flaps in deflecting propeller slipstreams downward for vertical take-off and low-speed flight .,"investigation of effectiveness of large-chord slotted flaps in deflecting propeller slipstreams downward for vertical take-off and low-speed flight . an investigation of the effectiveness of a wing equipped with large-chord slotted flaps in rotating the thrust vector of propellers through the angles required for vertical take-off and for flight at very low speeds has been conducted in the facilities of the langley 300 mph 7- by 10-foot tunnel . under conditions of static thrust and with zero incidence between the thrust axis and the wing chord plane, the slotted flaps were effective in rotating the thrust vector upward about than 10 percent of the thrust . when an auxiliary vane was added above the wing, the thrust vector was rotated upward configuration, vertical take-off could be achieved with an initial attitude of 16 and at airplane weights up to 90 percent of the total propeller thrust . the addition of 10 incidence between the thrust axis and the wing increased the upward rotation of the thrust vector about 10 . for the same turning angle, the diving moments associated with the slotted-flap configurations were approximately twice as large as the diving moments of the configurations with plain flaps and two auxiliary vanes .",investig effect larg chord slot flap deflect propel slipstream downward vertic take low speed flight investig effect wing equip larg chord slot flap rotat thrust vector propel angl requir vertic take flight low speed conduct facil langley 300 mph 10 foot tunnel condit static thrust zero incid thrust axi wing chord plane slot flap effect rotat thrust vector upward 10 percent thrust auxiliari vane ad wing thrust vector rotat upward configur vertic take could achiev initi attitud 16 airplan weight 90 percent total propel thrust addit 10 incid thrust axi wing increas upward rotat thrust vector 10 turn angl dive moment associ slot flap configur approxim twice larg dive moment configur plain flap two auxiliari vane
1096,"qualitative measurements of the effective heats of ablation of several materials in supersonic air jets at stagnation temperature up to 11,000 f.","qualitative measurements of the effective heats of ablation of several materials in supersonic air jets at stagnation temperature up to 11,000 f. the effective heats of ablation of a number of materials were derived from tests in supersonic air jets at stagnation temperatures ranging from 2,000 f to 11,000 f . the materials included the plastics teflon, nylon, lucite, and polystyrene,. the inorganic salts ammonium chloride and sodium carbonate, several phenolic resins of varied resin content and type of reinforcement,. and a melamine-fiber glass laminate .",qualit measur effect heat ablat sever materi superson air jet stagnat temperatur 11 000 effect heat ablat number materi deriv test superson air jet stagnat temperatur rang 000 11 000 materi includ plastic teflon nylon lucit polystyren inorgan salt ammonium chlorid sodium carbon sever phenol resin vari resin content type reinforc melamin fiber glass lamin
1097,experimental ablation cooling .,"experimental ablation cooling . this paper presents the results of an experimental investigation on the ablation of a number of promising materials for heating conditions comparable to those which may be encountered by unmanned reentry satellite vehicles, as well as for higher heating conditions comparable to those associated with reentry ballistic missiles . materials tested included the plastics teflon, nylon, and lucite,. the inorganic salts ammonium chloride and sodium carbonate,. graphite,. a phenolic resin and fiber glass composition,. and the commercial material haveg rocketon . results of these tests indicated heat-absorption capabilities which are several times greater than those of current metallic heat-sink materials . the results with teflon showed that for hemispherical noses there was no apparent effect of size or stagnation-point pressure on ablation rate for the range of variables covered in the tests . for flat-faced configurations, however, there was a definite increase in the ablation rate with increased stagnation-point pressure . the results for the several materials tested at heating rates associated with reentry ballistic missiles showed considerable increase in the effective heats of ablation over the results obtained at lower heating rates . this trend of increased effectiveness with increased heating potential is in agreement with the predictions of ablation theories . comparisons of the results for several materials tested at the higher heating rates showed graphite to have the lowest ablation rate of all materials tested .",experiment ablat cool paper present result experiment investig ablat number promis materi heat condit compar may encount unman reentri satellit vehicl well higher heat condit compar associ reentri ballist missil materi test includ plastic teflon nylon lucit inorgan salt ammonium chlorid sodium carbon graphit phenol resin fiber glass composit commerci materi haveg rocketon result test indic heat absorpt capabl sever time greater current metal heat sink materi result teflon show hemispher nose appar effect size stagnat point pressur ablat rate rang variabl cover test flat face configur howev definit increas ablat rate increas stagnat point pressur result sever materi test heat rate associ reentri ballist missil show consider increas effect heat ablat result obtain lower heat rate trend increas effect increas heat potenti agreement predict ablat theori comparison result sever materi test higher heat rate show graphit lowest ablat rate materi test
1098,an experimental investigation of ablating material at low and high enthalpy potentials .,"an experimental investigation of ablating material at low and high enthalpy potentials . the ablation performance characteristics of a number of materials were derived from tests conducted in a mach number 2.0 ethylene-heated high-temperature air jet having a maximum stagnation enthalpy potential of approximately 1,200 btu lb . the tests were conducted with 6- inch-diameter blunt nose shapes . the surface of most of the materials after testing was generally smooth and the unablated portions of the specimens were in appearance the same as before testing . in all cases, the back or inside surface of the specimens exhibited no evidence of heating . an evaluation of the enthalpy potential effect was obtained by comparison of the present data with previous tests conducted, on the in a subsonic arc-heated air jet . the stagnation enthalpy potential of this facility was approximately 7,000 btu lb . for teflon, the effective heat of ablation increased from approximately 1,250 btu lb to enthalpy potential was increased from",experiment investig ablat materi low high enthalpi potenti ablat perform characterist number materi deriv test conduct mach number ethylen heat high temperatur air jet maximum stagnat enthalpi potenti approxim 200 btu lb test conduct inch diamet blunt nose shape surfac materi test gener smooth unabl portion specimen appear test case back insid surfac specimen exhibit evid heat evalu enthalpi potenti effect obtain comparison present data previou test conduct subson arc heat air jet stagnat enthalpi potenti facil approxim 000 btu lb teflon effect heat ablat increas approxim 250 btu lb enthalpi potenti increas
1099,a theoretical study of stagnation point ablation .,a theoretical study of stagnation point ablation . a simplified analysis is made of the shielding mechanism which reduces the stagnation-point heat transfer when ablation takes place at the surface . the most significant result of the analysis is that the effective heat capacity of the ablation material increases linearly with stream enthalpy . the automatic shielding mechanism is discussed and the significant thermal properties of a good ablation material are given parameters .,theoret studi stagnat point ablat simplifi analysi made shield mechan reduc stagnat point heat transfer ablat take place surfac signific result analysi effect heat capac ablat materi increas linearli stream enthalpi automat shield mechan discuss signific thermal properti good ablat materi given paramet
1100,an analytical investigation of ablation .,"an analytical investigation of ablation . an analytical procedure is described which enables the derivation of effective heat of ablation relationships for any type of boundary layer from transpiration cooling results . the procedure enables the inclusion of such effects as the ratio of wall temperature to local stream temperature, surface radiation, and surface combustion . the predicted effective heats of ablation for a three-dimensional laminar stagnation boundary layer for teflon material were in agreement with those derived from tests conducted at boundary-layer enthalpy potentials of 800 and approximately 7,000 btu/lb . the predicted equilibrium surface temperatures on nonablating surfaces behind an ablating material were in agreement with the values derived from tests conducted with inconel cylinders having teflon hemispherical nose pieces .",analyt investig ablat analyt procedur describ enabl deriv effect heat ablat relationship type boundari layer transpir cool result procedur enabl inclus effect ratio wall temperatur local stream temperatur surfac radiat surfac combust predict effect heat ablat three dimension laminar stagnat boundari layer teflon materi agreement deriv test conduct boundari layer enthalpi potenti 800 approxim 000 btu lb predict equilibrium surfac temperatur nonabl surfac behind ablat materi agreement valu deriv test conduct inconel cylind teflon hemispher nose piec
1101,a sensor for obtaining ablation rates .,"a sensor for obtaining ablation rates . a variable-capacitance ablation-rate sensor which allows continuous measurements of ablation rates for teflon and similar polymers has been developed and tested in an ethylene-heated high-temperature jet at stagnation temperatures ranging from 2,400degree to 3,800degree f . the data /length changes/ were measured by using the same telemeter equipment as that used in rocket-propelled flight vehicles . test results indicate measurement error to be a maximum of 4 percent between the telemetered length changes and the length changes that were obtained from photographic records of the test .",sensor obtain ablat rate variabl capacit ablat rate sensor allow continu measur ablat rate teflon similar polym develop test ethylen heat high temperatur jet stagnat temperatur rang 400degre 800degre data length chang measur use telemet equip use rocket propel flight vehicl test result indic measur error maximum percent telemet length chang length chang obtain photograph record test
1102,a five-stage solid fuel sounding rocket system .,a five-stage solid fuel sounding rocket system . a five-stage solid-fuel sounding-rocket system which can boost a payload of 25 pounds to an altitude of 525 nautical miles and that of 100 pounds to 300 nautical miles is described . data obtained from a typical flight test of the system are discussed .,five stage solid fuel sound rocket system five stage solid fuel sound rocket system boost payload 25 pound altitud 525 nautic mile 100 pound 300 nautic mile describ data obtain typic flight test system discuss
1103,"pressures, densities and temperatures in the upper atmosphere .","pressures, densities and temperatures in the upper atmosphere . averaged and internally consistent values of atmospheric pressure, density, and temperature from the ground to an altitude of 219 km have been determined and compiled by the united states groups active in upper-atmospheric research by rockets . additional relevant data by similar groups engaged in research on meteors and on the anomalous propagation of sound are also included, particularly in a brief discussion of variations with time and with place of these three atmospheric parameters .",pressur densiti temperatur upper atmospher averag intern consist valu atmospher pressur densiti temperatur ground altitud 219 km determin compil unit state group activ upper atmospher research rocket addit relev data similar group engag research meteor anomal propag sound also includ particularli brief discuss variat time place three atmospher paramet
1104,aerodynamic heating of blunt nose shapes at mach numbers up to 14 .,"aerodynamic heating of blunt nose shapes at mach numbers up to 14 . results are presented from recent investigations of the aerodynamic heating rates of blunt nose shapes at mach numbers up to 14 . data obtained in flight and wind-tunnel tests have shown that the flat-faced cylinder has about 50 percent the stagnation-point heating rates of the hemisphere over nearly the entire mach number range . tests made at a mach number of 2 on a series of bodies made up of hemispherical segments of varying radius of curvature showed that slight amounts of curvature can decrease the local rates at the edge of the flat-faced cylinders with only a slight increase in the stagnation rate . the total heat transfer to such slightly curved bodies is also somewhat smaller than the total heat transfer to flat-faced cylinders . comparison of several tests with theoretical heating-rate distributions showed that both laminar and turbulent local rates can be predicted by available theories /given the pressure distribution about the body/ reasonably well, although the scatter of the available data still leaves open the choice between the theories at the edge of the bodies, where they usually differ . tests on a flat-faced cylinder at a mach number of 2.49 and at angles of attack up to 15degree showed the movement of the apparent stagnation point from the center of the body to the 50 percent windward station at creased about 30 percent while that near the leeward edge decreased about 20 percent at 15degree angle of attack . preliminary results on a concave nose have indicated the possibility that this type of design may be developed to give heating rates significantly lower than even the flat-faced cylinder rates . the test results have also shown, however, the existence of an unsteady flow phenomenon which can increase the heating rates to extremely high values .",aerodynam heat blunt nose shape mach number 14 result present recent investig aerodynam heat rate blunt nose shape mach number 14 data obtain flight wind tunnel test shown flat face cylind 50 percent stagnat point heat rate hemispher nearli entir mach number rang test made mach number seri bodi made hemispher segment vari radiu curvatur show slight amount curvatur decreas local rate edg flat face cylind slight increas stagnat rate total heat transfer slightli curv bodi also somewhat smaller total heat transfer flat face cylind comparison sever test theoret heat rate distribut show laminar turbul local rate predict avail theori given pressur distribut bodi reason well although scatter avail data still leav open choic theori edg bodi usual differ test flat face cylind mach number 49 angl attack 15degre show movement appar stagnat point center bodi 50 percent windward station creas 30 percent near leeward edg decreas 20 percent 15degre angl attack preliminari result concav nose indic possibl type design may develop give heat rate significantli lower even flat face cylind rate test result also shown howev exist unsteadi flow phenomenon increas heat rate extrem high valu
1105,numerical solutions for supersonic flow of an ideal gas around blunt two-dimensional bodies .,"numerical solutions for supersonic flow of an ideal gas around blunt two-dimensional bodies . the method described is an inverse one,. the shock shape is chosen and the solution proceeds downstream to a body . bodies blunter than circular cylinders are readily accessible, and any adiabatic index can be chosen . the lower limit to the free-stream mach number available in any case is determined by the extent of the subsonic field, which in turn depends upon the body shape . some discussion of the stability of the numerical processes is given . a set of solutions for flows about circular cylinders at several mach numbers and several values of the adiabatic index is included .",numer solut superson flow ideal ga around blunt two dimension bodi method describ invers one shock shape chosen solut proce downstream bodi bodi blunter circular cylind readili access adiabat index chosen lower limit free stream mach number avail case determin extent subson field turn depend upon bodi shape discuss stabil numer process given set solut flow circular cylind sever mach number sever valu adiabat index includ
1106,free-flight observation of a separated turbulent flow including heat transfer up to mach 8. 5.,"free-flight observation of a separated turbulent flow including heat transfer up to mach 8. 5. a turbulent boundary layer separated by a forward-facing step was observed on the cylindrical portion of a hemisphere-cone-cylinder test vehicle . tip blunting, producing a shear flow, was found to induce higher pressures on the cylindrical portion than were predicted from ballistic tunnel data of unblunted projectiles . an approximate method for predicting this blunt-body pressure distribution was hypothesized . these findings, along with the hypothesis, were substantiated by a wind tunnel test of a similar body . the peak pressure ratios of the separation were smaller in magnitude than flat plate theory predicted because of the effect of the shear flow . the decrement in heating of the separated flow, relative to the corresponding attached flow, was found to compare well with the expected results .",free flight observ separ turbul flow includ heat transfer mach turbul boundari layer separ forward face step observ cylindr portion hemispher cone cylind test vehicl tip blunt produc shear flow found induc higher pressur cylindr portion predict ballist tunnel data unblunt projectil approxim method predict blunt bodi pressur distribut hypothes find along hypothesi substanti wind tunnel test similar bodi peak pressur ratio separ smaller magnitud flat plate theori predict effect shear flow decrement heat separ flow rel correspond attach flow found compar well expect result
1107,the flow field over blunted flat plates and its effect on turbulent boundary growth and heat transfer at a mach number of 4. 7.,"the flow field over blunted flat plates and its effect on turbulent boundary growth and heat transfer at a mach number of 4. 7. surface pressures, impact and static pressure distributions in the flow field over the plate, and local heating rates were measured on a flat plate with various leading-edge diameters . the tests were conducted at a mach number of 4.7 and a free-stream reynolds number of 3.8x10 per foot . it was found that the shape of the shock wave indicated the existence of an outward deflection of the flow over the plate . the flow deflection caused an outward deflection of the shock-wave asymptote of approximately the shock-wave angle calculated including boundary-layer growth . the mach number distributions in the shear layer evaluated from pitot and static pressure surveys agreed with predictions based on shock-wave shape . the predicted turbulent heat-transfer coefficients for the blunted flat plates agreed with the measured heat-transfer coefficients . a comparison between the measured heat-transfer coefficients for the blunted flat plates and the calculated coefficients for a sharp leading-edged plate indicated that the coefficients were highest near the leading edge of the most blunted plate . the measured heat-transfer coefficients dropped to approximately 80 percent of the sharp-plate values at a considerable distance from the leading edge for all of the blunted flat plates .",flow field blunt flat plate effect turbul boundari growth heat transfer mach number surfac pressur impact static pressur distribut flow field plate local heat rate measur flat plate variou lead edg diamet test conduct mach number free stream reynold number 8x10 per foot found shape shock wave indic exist outward deflect flow plate flow deflect caus outward deflect shock wave asymptot approxim shock wave angl calcul includ boundari layer growth mach number distribut shear layer evalu pitot static pressur survey agre predict base shock wave shape predict turbul heat transfer coeffici blunt flat plate agre measur heat transfer coeffici comparison measur heat transfer coeffici blunt flat plate calcul coeffici sharp lead edg plate indic coeffici highest near lead edg blunt plate measur heat transfer coeffici drop approxim 80 percent sharp plate valu consider distanc lead edg blunt flat plate
1108,a study of second-order supersonic flow theory .,"a study of second-order supersonic flow theory . an attempt is made to develop a second approximation to the solution of problems of supersonic flow which can be solved by existing first-order theory . the method of attack adopted is an iteration process using the linearized solution as the first step . for plane flow it is found that a particular integral of the iteration equation can be written down at once in terms of the first-order solution . the second-order problem is thereby reduced to an equivalent first-order problem and can be readily solved . at the surface of an isolated body, the solution reduces to the well-known result of busemann . the plane case is considered in some detail insofar as it gives insight into the nature of the iteration process . again, for axially symmetric flow the problem is reduced to a first-order problem by the discovery of a particular integral . for smooth bodies, the second-order solution can then be calculated by the method of von karman and moore . bodies with corners are also treated by a slight modification of the method . the second-order solution for cones represents a considerable improvement over the linearized result . second-order theory also agrees well with several solutions for other bodies of revolution calculated by the numerical method of characteristics . for full three-dimensional flow, only a partial particular integral has been found . as an example of a more general problem, the solution is derived for an inclined cone . the possibility of treating other inclined bodies of revolution and three-dimensional wings is discussed briefly .",studi second order superson flow theori attempt made develop second approxim solut problem superson flow solv exist first order theori method attack adopt iter process use linear solut first step plane flow found particular integr iter equat written term first order solut second order problem therebi reduc equival first order problem readili solv surfac isol bodi solut reduc well known result busemann plane case consid detail insofar give insight natur iter process axial symmetr flow problem reduc first order problem discoveri particular integr smooth bodi second order solut calcul method von karman moor bodi corner also treat slight modif method second order solut cone repres consider improv linear result second order theori also agre well sever solut bodi revolut calcul numer method characterist full three dimension flow partial particular integr found exampl gener problem solut deriv inclin cone possibl treat inclin bodi revolut three dimension wing discuss briefli
1109,unsteady laminar compressible boundary layers on an infinite plate with suction or injection .,"unsteady laminar compressible boundary layers on an infinite plate with suction or injection . this study deals with unsteady compressible laminar boundary layers on an infinitely extended porous plate . an integral solution based on two types of assumed velocity and temperature profiles is presented for the general case where the unsteady free-stream velocity and rate of surface suction or injection are both arbitrary . also indicated is an exact solution, applicable, however, only to certain specific unsteady free-stream and surface suction or injection variations . the reliability and range of validity of the integral solutions is then established on the basis of numerical results from the exact solution . finally, several general qualitative conclusions of the unsteady effects of free-stream velocity and surface suction or injection on laminar boundary-layer behavior are made .",unsteadi laminar compress boundari layer infinit plate suction inject studi deal unsteadi compress laminar boundari layer infinit extend porou plate integr solut base two type assum veloc temperatur profil present gener case unsteadi free stream veloc rate surfac suction inject arbitrari also indic exact solut applic howev certain specif unsteadi free stream surfac suction inject variat reliabl rang valid integr solut establish basi numer result exact solut final sever gener qualit conclus unsteadi effect free stream veloc surfac suction inject laminar boundari layer behavior made
1110,on supersonic flow past a slightly yawing cone .,"on supersonic flow past a slightly yawing cone . this paper is concerned with the motion of a circular cone, of not too blunt an angle, through air at high speed . if the direction of motion of the cone coincides with its axis of symmetry, the resulting air flow is well known . here we consider the perturbation produced by a small /yaw/--i.e., the case in which the cone is moving not quite in the direction of its axis . the results are confirmed experimentally, and have applications to ballistics, though we are not concerned with the latter here,. they may also be useful as providing a check on various approximate methods of wider applicability . the square of the yaw is neglected--an approximation of which the validity is discussed . (similar methods can be applied to the second-order effects of the yaw, which are also of ballistic significance,. but the computations have not yet been completed .) it should be observed that, because of the lack of symmetry, the flow will be neither irrotational nor isentropic .",superson flow past slightli yaw cone paper concern motion circular cone blunt angl air high speed direct motion cone coincid axi symmetri result air flow well known consid perturb produc small yaw case cone move quit direct axi result confirm experiment applic ballist though concern latter may also use provid check variou approxim method wider applic squar yaw neglect approxim valid discuss similar method appli second order effect yaw also ballist signific comput yet complet observ lack symmetri flow neither irrot isentrop
1111,some research on high speed flutter .,"some research on high speed flutter . paper presents brief discussions of many topics currently of interest in the flutter field . these include /a/ the sonic speed case, /b/ oscillating pressure field of propellers, /c/ wing flutter with various configurations including effects of body modes, and /d/ propeller stall flutter .",research high speed flutter paper present brief discuss mani topic current interest flutter field includ sonic speed case oscil pressur field propel wing flutter variou configur includ effect bodi mode propel stall flutter
1112,unsteady aerodynamic forces on a slender body of revolution in supersonic flow .,"unsteady aerodynamic forces on a slender body of revolution in supersonic flow . linearized slender-body theory is applied to the computation of aerodynamic forces on an oscillating, or deforming, body in supersonic flow . the undeformed body is a body of revolution and the deformed body is represented by movement of a line through the centers of the cross sections which are assumed to remain circular . the time dependence is based on sinusoidal motion . for a body of vanishing thickness the slender-body theory yields the apparent mass approximation as it is obtained for incompressible crossflow around a cylinder . both linearized slender-body theory and the apparent mass approximation are used to calculate the pitching-moment coefficients on a rigid slender body with a parabolic arc nose cone, and these coefficients are compared with some experimental results .",unsteadi aerodynam forc slender bodi revolut superson flow linear slender bodi theori appli comput aerodynam forc oscil deform bodi superson flow undeform bodi bodi revolut deform bodi repres movement line center cross section assum remain circular time depend base sinusoid motion bodi vanish thick slender bodi theori yield appar mass approxim obtain incompress crossflow around cylind linear slender bodi theori appar mass approxim use calcul pitch moment coeffici rigid slender bodi parabol arc nose cone coeffici compar experiment result
1113,an electronic apparatus for automatic recording of the logarithmic decrement and frequency for oscillations in the audio and subaudio frequency range .,"an electronic apparatus for automatic recording of the logarithmic decrement and frequency for oscillations in the audio and subaudio frequency range . an electronic apparatus for automatic evaluation of the damping of a harmonic oscillation has been designed and constructed . the apparatus is based on the idea of representing the harmonic damped oscillation by a rotating vector on the screen of a cathode-ray tube in such a way, that the rate of decrease of the length of the vector is a measure of the damping . the results are obtained simultaneously with the oscillation test as two numbers in decimal digits, which are inversely proportional to the logarithmic decrement and the frequency, respectively . the apparatus, which is named the /dampometer/, has been used for some time for free oscillation measurements of the dynamic stability derivatives of aeroplane models in windtunnels, and has proved to be very satisfactory . it gives results of usually higher accuracy than evaluation methods in common use, and permits a most considerable saving of time .",electron apparatu automat record logarithm decrement frequenc oscil audio subaudio frequenc rang electron apparatu automat evalu damp harmon oscil design construct apparatu base idea repres harmon damp oscil rotat vector screen cathod ray tube way rate decreas length vector measur damp result obtain simultan oscil test two number decim digit invers proport logarithm decrement frequenc respect apparatu name dampomet use time free oscil measur dynam stabil deriv aeroplan model windtunnel prove satisfactori give result usual higher accuraci evalu method common use permit consider save time
1114,steady and fluctuating pressures at transonic speeds on two space-vehicle payload shapes .,"steady and fluctuating pressures at transonic speeds on two space-vehicle payload shapes . steady and fluctuating pressures have been measured at mach numbers which were varied from 0.6 to 1.2 on two bodies of revolution typical of two space-vehicle payload shapes, the centaur and the able v . the results of the investigation showed that significant fluctuations of pressure occurred on both bodies between mach numbers of 0.75 and 1.00 . the maximum fluctuations measured at any mach number and angle of attack occurred in the region of the normal shock wave as a result of shock-wave motion . large regions of unsteady pressure also occurred as a result of separation on the converging afterbody of the able-v model . the maximum pressure fluctuations occurring on the bodies increased with increasing angle of attack . for angles other than are indicated since pressure fluctuations were larger on the upper half of the bodies than on the lower half . no definite conclusions could be drawn regarding the form of the spectral densities of pressure fluctuations in the region of the shock wave . the spectral densities in regions of separation following the shock wave appeared flat except for some increase in energy level below due to slight model motions .",steadi fluctuat pressur transon speed two space vehicl payload shape steadi fluctuat pressur measur mach number vari two bodi revolut typic two space vehicl payload shape centaur abl result investig show signific fluctuat pressur occur bodi mach number 75 00 maximum fluctuat measur mach number angl attack occur region normal shock wave result shock wave motion larg region unsteadi pressur also occur result separ converg afterbodi abl model maximum pressur fluctuat occur bodi increas increas angl attack angl indic sinc pressur fluctuat larger upper half bodi lower half definit conclus could drawn regard form spectral densiti pressur fluctuat region shock wave spectral densiti region separ follow shock wave appear flat except increas energi level due slight model motion
1115,measurements of aerodynamic forces for various mean angles of attack on an airfoil oscillating in pitch and on two finite-span wings oscillating in bending with emphasis on damping in the stall .,"measurements of aerodynamic forces for various mean angles of attack on an airfoil oscillating in pitch and on two finite-span wings oscillating in bending with emphasis on damping in the stall . the oscillating air forces on a two-dimensional wing oscillating in pitch about the midchord have been measured at various mean angles of attack and at mach numbers of 0.35 and 0.7 . the magnitudes of normal-force and pitching-moment coefficients were much higher at high angles of attack than at low angles of attack for some conditions . large regions of negative damping in pitch were found, and it was shown that the effect of increasing the mach number from 0.35 to 0.7 was to decrease the initial angle of attack at which negative damping occurred . measurements of the aerodynamic damping of a 10- percent-thick and of a 3-percent-thick finite-span wing oscillating in the first bending mode indicate no regions of negative damping for this type of motion over the range of variables covered . the damping measured at high angles of attack was generally larger than that at low angles of attack .",measur aerodynam forc variou mean angl attack airfoil oscil pitch two finit span wing oscil bend emphasi damp stall oscil air forc two dimension wing oscil pitch midchord measur variou mean angl attack mach number 35 magnitud normal forc pitch moment coeffici much higher high angl attack low angl attack condit larg region neg damp pitch found shown effect increas mach number 35 decreas initi angl attack neg damp occur measur aerodynam damp 10 percent thick percent thick finit span wing oscil first bend mode indic region neg damp type motion rang variabl cover damp measur high angl attack gener larger low angl attack
1116,general instability of stiffened cylinders .,"general instability of stiffened cylinders . theoretical buckling stresses are determined in explicit form for circular cylinders with circumferential and axial stiffening . the loadings are axial compression, radial pressure, hydrostatic pressure, and torsion . analyses were confined to moderate-length and long cylinders . the investigation was based upon the use of a form of donnell's equation derived by taylor which is applicable to orthotropic cylinders . the derivation of this equation is presented in this report .",gener instabl stiffen cylind theoret buckl stress determin explicit form circular cylind circumferenti axial stiffen load axial compress radial pressur hydrostat pressur torsion analys confin moder length long cylind investig base upon use form donnel equat deriv taylor applic orthotrop cylind deriv equat present report
1117,stability of orthotropic cylindrical shells under combined loading .,"stability of orthotropic cylindrical shells under combined loading . the increasing use of fiber and whisker reinforced materials makes necessary the availability of methods of analyzing cylinders and cones composed of an orthotropic material . this paper treats the buckling of such shells under a combination of axial compression and uniform external pressure . the differential equation approach of flugge is used, and the resulting buckling equation is presented in terms of axial and circumferential bending rigidities, shear rigidity, poisson's ratio, geometry parameters and mode shapes . design curves are presented which allow quick determination of critical loads on cylinders, and, by using the equivalent cylinder concept, on conical shells of small included angle . the curves also lend themselves to /tailoring/ of materials to fit the load carrying requirements of the structure .",stabil orthotrop cylindr shell combin load increas use fiber whisker reinforc materi make necessari avail method analyz cylind cone compos orthotrop materi paper treat buckl shell combin axial compress uniform extern pressur differenti equat approach flugg use result buckl equat present term axial circumferenti bend rigid shear rigid poisson ratio geometri paramet mode shape design curv present allow quick determin critic load cylind use equival cylind concept conic shell small includ angl curv also lend tailor materi fit load carri requir structur
1118,elastic stability of orthotropic shells .,"elastic stability of orthotropic shells . a small-deflection theory for general instability of orthotropic circular cylindrical shells has been derived for external pressure, torsion, and axial compression . for the first two types of loading, comparison of the theory with experimental data for orthotropic cylinders reveals agreement comparable with that obtained for isotropic shells . for axial compression, experimental data have been found to agree reasonably well with theory for orthotropic cylinders, in contrast to the agreement usually obtained for isotropic cylinders .",elast stabil orthotrop shell small deflect theori gener instabl orthotrop circular cylindr shell deriv extern pressur torsion axial compress first two type load comparison theori experiment data orthotrop cylind reveal agreement compar obtain isotrop shell axial compress experiment data found agre reason well theori orthotrop cylind contrast agreement usual obtain isotrop cylind
1119,plastic stability theory of thin shells .,"plastic stability theory of thin shells . considerable interest is currently centered on the role of deformation and flow types of plasticity theories in the solution of stability problems . for thin flat plates, deformation theory combined with classical stability theory appears to yield results which are in substantially good agreement with test data . on the other hand, flow or incremental theories appear to require the introduction of initial imperfections in order to obtain a satisfactory degree of correlation with tests . thus, in view of the current state of development of plastic stability theory, it appears fruitful to exploit the mathematical simplicity inherent in deformation theory in the investigation of the plastic stability of thin shells . although there may be theoretical objections to deformation theories as a class, test data on flat plates do suggest the predictive value of the results obtained from this theory . in this paper, a set of equilibrium differential equations for the plastic buckling of thin shells of constant unequal radii is derived . this set of three equations applies to flat plates, cylinders, and spheres under any loading system leading to buckling . for particular problems such as buckling of cylinders under axial compression, torsion or lateral pressure, and spheres under external pressure, the set of equations can be reduced to a single eighth-order partial differential equation of the donnell type in terms of the radial displacement only . these donnell-type equations are used to obtain solutions for plastic buckling of spheres under external pressure and long and moderate length cylinders under lateral pressure or torsion loads . the limiting cases of a simply supported flat plate under compression or shear, represent the solutions for short cylinders under lateral pressure or torsion, respectively .",plastic stabil theori thin shell consider interest current center role deform flow type plastic theori solut stabil problem thin flat plate deform theori combin classic stabil theori appear yield result substanti good agreement test data hand flow increment theori appear requir introduct initi imperfect order obtain satisfactori degre correl test thu view current state develop plastic stabil theori appear fruit exploit mathemat simplic inher deform theori investig plastic stabil thin shell although may theoret object deform theori class test data flat plate suggest predict valu result obtain theori paper set equilibrium differenti equat plastic buckl thin shell constant unequ radii deriv set three equat appli flat plate cylind sphere load system lead buckl particular problem buckl cylind axial compress torsion later pressur sphere extern pressur set equat reduc singl eighth order partial differenti equat donnel type term radial displac donnel type equat use obtain solut plastic buckl sphere extern pressur long moder length cylind later pressur torsion load limit case simpli support flat plate compress shear repres solut short cylind later pressur torsion respect
1120,a unified theory of plastic buckling of columns and plates .,"a unified theory of plastic buckling of columns and plates . on the basis of modern plasticity considerations, a unified theory of plastic buckling applicable to both columns and plates has been developed . for uniform compression, the theory shows that long columns which bend without appreciable twisting require the tangent modulus and that long flanges which twist without appreciable bending require the secant modulus . structures that both bend and twist when they buckle require a modulus which is a combination of the secant modulus and the tangent modulus .",unifi theori plastic buckl column plate basi modern plastic consider unifi theori plastic buckl applic column plate develop uniform compress theori show long column bend without appreci twist requir tangent modulu long flang twist without appreci bend requir secant modulu structur bend twist buckl requir modulu combin secant modulu tangent modulu
1121,compressive and torsional buckling of thin-wall cylinders in the yield region .,"compressive and torsional buckling of thin-wall cylinders in the yield region . based on assumptions which have led to the best agreement between theory and test data on inelastic buckling of flat plates, a general set of equilibrium differential equations for the plastic buckling of cylinders has been derived . these equations have been used to obtain solutions for the compressive and torsional buckling of long cylinders in the yield region . test data are presented which indicate satisfactory agreement with the theoretical plasticity-reduction factors in most cases . where a difference in results exists, test data are in substantially better agreement with the results obtained by use of the maximum-shear law rather than the octahedral-shear law to transform axial stress-strain data to shear stress-strain data .",compress torsion buckl thin wall cylind yield region base assumpt led best agreement theori test data inelast buckl flat plate gener set equilibrium differenti equat plastic buckl cylind deriv equat use obtain solut compress torsion buckl long cylind yield region test data present indic satisfactori agreement theoret plastic reduct factor case differ result exist test data substanti better agreement result obtain use maximum shear law rather octahedr shear law transform axial stress strain data shear stress strain data
